#Año,Servicio,Programa,Concepto,Descripción,Importe
2014,08,921K,22613,Gastos de edición y distribución de publicaciones,3760
2014,08,921K,22703,Servicios postales y de mensajería,377
2014,08,921K,22705,Procesos electorales,3
2014,08,921K,22709,Otros trabajos realizados por empresas o I.S.F.L.,10997
2014,08,921K,23000,Indemnizaciones por razón del servicio,14608
2014,08,921K,64003,Aplicaciones informáticas,18000
2014,10,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12260
2014,10,912A,10001,Otras remuneraciones,53163
2014,10,912A,10005,Trienios/Antigüedad,9500
2014,10,912A,11000,Retrib. básicas y otras remuner. Pers. Eventual,117665
2014,10,912A,12000,Sueldo,32815
2014,10,912A,12005,Trienios,7893
2014,10,912A,12101,Complementos al puesto de trabajo,22157
2014,10,912A,12102,Indemnizaciones por residencia,2816
2014,10,912A,12103,Complementos específico,22535
2014,10,912A,12109,Otros complementos,1043
2014,10,912A,13000,Salario Base,42281
2014,10,912A,13001,Otras remuneraciones,2860
2014,10,912A,13005,Antiguedad,2802
2014,10,912A,16010,Cuotas sociales altos cargos,13114
2014,10,912A,16011,Cuotas sociales personal eventual,32350
2014,10,912A,16012,Cuotas sociales funcionarios y pers. estatutario,22772
2014,10,912A,16013,Cuotas sociales laborales,12703
2014,10,912A,22601,Atenciones protocolarias y representativas,3000
2014,10,912A,22606,"Reuniones, cursos y conferencias",3004
2014,10,912A,22706,"Estudios, trabajos técnicos y honor. profesionales",18000
2014,10,912A,23000,Indemnizaciones por razón del servicio,35000
2014,10,132A,17003,Previsión ejecución sentencias,40749
2014,10,132B,17003,Previsión ejecución sentencias,42318
2014,10,142A,17003,Previsión ejecución sentencias,6457
2014,10,143A,17003,Previsión ejecución sentencias,6650
2014,10,433C,17003,Previsión ejecución sentencias,17344
2014,10,462A,42010,A Organismos Autónomos,2010250
2014,10,462A,72010,A Organismos Autónomos de la C.A.C.,324503
2014,10,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,10,912A,10001,Otras remuneraciones,45953
2014,10,912A,10005,Trienios/Antigüedad,3951
2014,10,912A,12000,Sueldo,60790
2014,10,912A,12005,Trienios,7775
2014,10,912A,12101,Complementos al puesto de trabajo,55361
2014,10,912A,12102,Indemnizaciones por residencia,7346
2014,10,912A,12103,Complementos específico,67012
2014,10,912A,12109,Otros complementos,486
2014,10,912A,13000,Salario Base,35455
2014,10,912A,13001,Otras remuneraciones,32650
2014,10,912A,13005,Antiguedad,5604
2014,10,912A,16010,Cuotas sociales altos cargos,10360
2014,10,912A,16012,Cuotas sociales funcionarios y pers. estatutario,42514
2014,10,912A,16013,Cuotas sociales laborales,19158
2014,10,912A,17003,Previsión ejecución sentencias,43792
2014,10,921J,44410,A Ent. Públ. de CAC sometidas a rég. Presupuest.,33850689
2014,10,921J,74410,A Ent. Públ. de CAC sometidas a rég. Presupuest.,55250
2014,10,923B,17003,Previsión ejecución sentencias,33932
2014,10,923C,17003,Previsión ejecución sentencias,31062
2014,10,923D,12000,Sueldo,665670
2014,10,923D,12005,Trienios,220818
2014,10,923D,12101,Complementos al puesto de trabajo,529854
2014,10,923D,12102,Indemnizaciones por residencia,71024
2014,10,923D,12103,Complementos específico,586187
2014,10,923D,12109,Otros complementos,12115
2014,10,923D,13000,Salario Base,613027
2014,10,923D,13001,Otras remuneraciones,360901
2014,10,923D,13005,Antiguedad,143481
2014,10,923D,13006,Horas extras,1000
2014,10,923D,13100,Salario base,74872
2014,10,923D,13101,Otras remuneraciones,38747
2014,10,923D,13102,Sustituciones Personal Laboral,16631
2014,10,923D,13105,Antiguedad,7748
2014,10,923D,15100,Gratificaciones,12000
2014,10,923D,16012,Cuotas sociales funcionarios y pers. estatutario,487784
2014,10,923D,16013,Cuotas sociales laborales,389134
2014,10,923D,17002,Insuficiencias y Otras Contingencias,2150251
2014,10,923D,17003,Previsión ejecución sentencias,65090
2014,10,923D,20500,Mobiliario y enseres,19260
2014,10,923D,21200,Edificios y otras construcciones,34500
2014,10,923D,21209,Otros,22500
2014,10,923D,21301,Instalaciones técnicas,93143
2014,10,923D,21305,Manten.instalac.eléctricas eficiencia energetica,57357
2014,10,923D,21400,Elementos de transportes,22000
2014,10,923D,21500,Mobiliario y enseres,26907
2014,10,923D,22000,Material de oficina ordinario no inventariable,53000
2014,10,923D,22001,"Prensa, revistas, libros y otras publicaciones",30500
2014,10,923D,22002,Material informático no inventariable,50217
2014,10,923D,22003,Vestuario y lencería,7500
2014,10,923D,22009,Otros suministros no tarifados,53500
2014,10,923D,22100,Energía eléctrica,225000
2014,10,923D,22101,Agua,27000
2014,10,923D,22103,Combustible,34000
2014,10,923D,22200,Telefónicas,263580
2014,10,923D,22201,Postales,35000
2014,10,923D,22203,Telex y telefax,200
2014,10,923D,22209,Otros,1000
2014,10,923D,22301,Otros transportes,18000
2014,10,923D,22500,Tributos locales,100000
2014,10,923D,22601,Atenciones protocolarias y representativas,300
2014,10,923D,22602,Publicidad y propaganda,3500
2014,10,923D,22606,"Reuniones, cursos y conferencias",3000
2014,10,923D,22609,Otros,1000
2014,10,923D,22700,Limpieza y aseo,681340
2014,10,923D,22701,Seguridad,200000
2014,10,923D,22703,Servicios postales y de mensajería,8394
2014,10,923D,22706,"Estudios, trabajos técnicos y honor. profesionales",41337
2014,10,923D,22709,Otros trabajos realizados por empresas o I.S.F.L.,3000
2014,10,923D,22711,Actividades preventivas de riesgos laborales,51678
2014,10,923D,22712,Gastos centralizados comunicaciones e informática,517794
2014,10,923D,23000,Indemnizaciones por razón del servicio,20000
2014,10,923D,62201,Construcción,115000
2014,10,923D,62302,Instalaciones técnicas,107000
2014,10,923D,62500,Mobiliarios y enseres,18000
2014,10,923E,12000,Sueldo,40491
2014,10,923E,12005,Trienios,5905
2014,10,923E,12101,Complementos al puesto de trabajo,35170
2014,10,923E,12102,Indemnizaciones por residencia,4768
2014,10,923E,12103,Complementos específico,48384
2014,10,923E,12109,Otros complementos,118
2014,10,923E,13000,Salario Base,830171
2014,10,923E,13001,Otras remuneraciones,734614
2014,10,923E,13005,Antiguedad,142693
2014,10,923E,13100,Salario base,78627
2014,10,923E,13101,Otras remuneraciones,70206
2014,10,923E,13105,Antiguedad,7548
2014,10,923E,16012,Cuotas sociales funcionarios y pers. estatutario,33961
2014,10,923E,16013,Cuotas sociales laborales,566870
2014,10,923E,17003,Previsión ejecución sentencias,40016
2014,10,923E,20600,Equipamiento para proceso de la información,17159
2014,10,923E,21600,Equipamiento para proceso de la información,2425000
2014,10,923E,22706,"Estudios, trabajos técnicos y honor. profesionales",176665
2014,10,923E,22709,Otros trabajos realizados por empresas o I.S.F.L.,50000
2014,10,923E,62600,Equipamiento para proceso de la información,120000
2014,10,923E,64003,Aplicaciones informáticas,887291
2014,10,931A,17003,Previsión ejecución sentencias,134849
2014,10,931B,17003,Previsión ejecución sentencias,18848
2014,10,931C,17003,Previsión ejecución sentencias,27496
2014,10,932A,17003,Previsión ejecución sentencias,202966
2014,10,932B,17003,Previsión ejecución sentencias,4505
2014,10,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,10,912A,10001,Otras remuneraciones,45953
2014,10,912A,10005,Trienios/Antigüedad,3696
2014,10,912A,12000,Sueldo,104822
2014,10,912A,12005,Trienios,31661
2014,10,912A,12101,Complementos al puesto de trabajo,99816
2014,10,912A,12102,Indemnizaciones por residencia,13206
2014,10,912A,12103,Complementos específico,121444
2014,10,912A,12109,Otros complementos,486
2014,10,912A,13000,Salario Base,12201
2014,10,912A,13001,Otras remuneraciones,4431
2014,10,912A,13005,Antiguedad,2802
2014,10,912A,16012,Cuotas sociales funcionarios y pers. estatutario,70309
2014,10,912A,16013,Cuotas sociales laborales,6061
2014,10,931C,12000,Sueldo,245047
2014,10,931C,12005,Trienios,55997
2014,10,931C,12101,Complementos al puesto de trabajo,168849
2014,10,931C,12102,Indemnizaciones por residencia,23839
2014,10,931C,12103,Complementos específico,197891
2014,10,931C,12109,Otros complementos,2486
2014,10,931C,13000,Salario Base,133894
2014,10,931C,13001,Otras remuneraciones,105247
2014,10,931C,13005,Antiguedad,16726
2014,10,931C,13100,Salario base,44632
2014,10,931C,13101,Otras remuneraciones,35083
2014,10,931C,13105,Antiguedad,3460
2014,10,931C,16012,Cuotas sociales funcionarios y pers. estatutario,133544
2014,10,931C,16013,Cuotas sociales laborales,101620
2014,10,931C,21600,Equipamiento para proceso de la información,17000
2014,10,931C,22601,Atenciones protocolarias y representativas,300
2014,10,931C,22606,"Reuniones, cursos y conferencias",600
2014,10,931C,22709,Otros trabajos realizados por empresas o I.S.F.L.,76124
2014,10,931C,22936,Fondos Europeos Programas Operativos 2007-2013,198205
2014,10,931C,23000,Indemnizaciones por razón del servicio,5000
2014,10,931C,64003,Aplicaciones informáticas,126124
2014,10,931C,64099,Otros,404179
2014,10,431A,40002,A Entid. Empresariales y organ. públic. del Estado,360000
2014,10,431A,44300,A Sociedades mercantiles públicas de la C.A.C.,1078209
2014,10,431A,64099,Otros,243000
2014,10,431A,74300,A Sociedades mercantiles públicas de la C.A.C.,7500
2014,10,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,10,912A,10001,Otras remuneraciones,46682
2014,10,912A,10005,Trienios/Antigüedad,2823
2014,10,912A,12000,Sueldo,60790
2014,10,912A,12005,Trienios,12654
2014,10,912A,12101,Complementos al puesto de trabajo,57422
2014,10,912A,12102,Indemnizaciones por residencia,7346
2014,10,912A,12103,Complementos específico,67980
2014,10,912A,12109,Otros complementos,475
2014,10,912A,13000,Salario Base,22316
2014,10,912A,13001,Otras remuneraciones,17542
2014,10,912A,13005,Antiguedad,2402
2014,10,912A,13100,Salario base,22316
2014,10,912A,13101,Otras remuneraciones,17542
2014,10,912A,13105,Antiguedad,801
2014,10,912A,16010,Cuotas sociales altos cargos,10360
2014,10,912A,16012,Cuotas sociales funcionarios y pers. estatutario,43552
2014,10,912A,16013,Cuotas sociales laborales,25406
2014,10,931B,12000,Sueldo,93730
2014,10,931B,12005,Trienios,24102
2014,10,931B,12101,Complementos al puesto de trabajo,83265
2014,10,931B,12102,Indemnizaciones por residencia,11176
2014,10,931B,12103,Complementos específico,99672
2014,10,931B,12109,Otros complementos,922
2014,10,931B,13000,Salario Base,35455
2014,10,931B,13001,Otras remuneraciones,22650
2014,10,931B,13005,Antiguedad,4175
2014,10,931B,13100,Salario base,46718
2014,10,931B,13101,Otras remuneraciones,26402
2014,10,931B,13105,Antiguedad,5204
2014,10,931B,16012,Cuotas sociales funcionarios y pers. estatutario,63226
2014,10,931B,16013,Cuotas sociales laborales,43460
2014,10,931B,22601,Atenciones protocolarias y representativas,500
2014,10,931B,22606,"Reuniones, cursos y conferencias",8000
2014,10,931B,22706,"Estudios, trabajos técnicos y honor. profesionales",12000
2014,10,931B,22968,Gastos Europa Directo,4000
2014,10,931B,23000,Indemnizaciones por razón del servicio,32000
2014,10,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,10,912A,10001,Otras remuneraciones,45953
2014,10,912A,10005,Trienios/Antigüedad,2823
2014,10,912A,12000,Sueldo,81766
2014,10,912A,12005,Trienios,26983
2014,10,912A,12101,Complementos al puesto de trabajo,79222
2014,10,912A,12102,Indemnizaciones por residencia,10510
2014,10,912A,12103,Complementos específico,97010
2014,10,912A,12109,Otros complementos,243
2014,10,912A,16010,Cuotas sociales altos cargos,10360
2014,10,912A,16012,Cuotas sociales funcionarios y pers. estatutario,57799
2014,10,931A,12000,Sueldo,1404134
2014,10,931A,12005,Trienios,373305
2014,10,931A,12101,Complementos al puesto de trabajo,1167580
2014,10,931A,12102,Indemnizaciones por residencia,177226
2014,10,931A,12103,Complementos específico,1341424
2014,10,931A,12109,Otros complementos,23958
2014,10,931A,13000,Salario Base,918097
2014,10,931A,13001,Otras remuneraciones,640494
2014,10,931A,13005,Antiguedad,115858
2014,10,931A,13100,Salario base,255169
2014,10,931A,13101,Otras remuneraciones,143215
2014,10,931A,13102,Sustituciones Personal Laboral,39857
2014,10,931A,13105,Antiguedad,25531
2014,10,931A,16012,Cuotas sociales funcionarios y pers. estatutario,1047384
2014,10,931A,16013,Cuotas sociales laborales,655587
2014,10,931A,16218,Otros gastos de acción social,31
2014,10,931A,22601,Atenciones protocolarias y representativas,300
2014,10,931A,22606,"Reuniones, cursos y conferencias",3407
2014,10,931A,22706,"Estudios, trabajos técnicos y honor. profesionales",179076
2014,10,931A,23000,Indemnizaciones por razón del servicio,30690
2014,10,931A,64020,Gastos de personal por proyectos de inversión,510504
2014,10,931A,64022,Estudios y trabajos técnicos,990000
2014,10,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,10,912A,10001,Otras remuneraciones,45953
2014,10,912A,10005,Trienios/Antigüedad,3700
2014,10,912A,12000,Sueldo,23056
2014,10,912A,12005,Trienios,7018
2014,10,912A,12101,Complementos al puesto de trabajo,20594
2014,10,912A,12102,Indemnizaciones por residencia,2697
2014,10,912A,12103,Complementos específico,24434
2014,10,912A,12109,Otros complementos,243
2014,10,912A,13000,Salario Base,22316
2014,10,912A,13001,Otras remuneraciones,17542
2014,10,912A,13005,Antiguedad,2402
2014,10,912A,16012,Cuotas sociales funcionarios y pers. estatutario,16301
2014,10,912A,16013,Cuotas sociales laborales,12703
2014,10,923C,12000,Sueldo,349370
2014,10,923C,12005,Trienios,100583
2014,10,923C,12101,Complementos al puesto de trabajo,281286
2014,10,923C,12102,Indemnizaciones por residencia,38032
2014,10,923C,12103,Complementos específico,317131
2014,10,923C,12109,Otros complementos,5888
2014,10,923C,13000,Salario Base,160172
2014,10,923C,13001,Otras remuneraciones,91268
2014,10,923C,13005,Antiguedad,24988
2014,10,923C,13100,Salario base,128263
2014,10,923C,13101,Otras remuneraciones,84885
2014,10,923C,13105,Antiguedad,15668
2014,10,923C,16012,Cuotas sociales funcionarios y pers. estatutario,276274
2014,10,923C,16013,Cuotas sociales laborales,155844
2014,10,923C,22601,Atenciones protocolarias y representativas,300
2014,10,923C,22706,"Estudios, trabajos técnicos y honor. profesionales",67000
2014,10,923C,23000,Indemnizaciones por razón del servicio,20000
2014,10,923C,34900,Otros gastos financieros,1000
2014,10,923C,47000,A Empresas Privadas,200000
2014,10,923C,86007,Inversión permanente,1600000
2014,10,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,10,912A,10001,Otras remuneraciones,45953
2014,10,912A,10005,Trienios/Antigüedad,5645
2014,10,912A,12000,Sueldo,90144
2014,10,912A,12005,Trienios,18269
2014,10,912A,12101,Complementos al puesto de trabajo,83707
2014,10,912A,12102,Indemnizaciones por residencia,11253
2014,10,912A,12103,Complementos específico,103300
2014,10,912A,12109,Otros complementos,486
2014,10,912A,16012,Cuotas sociales funcionarios y pers. estatutario,64117
2014,10,932A,12000,Sueldo,2741008
2014,10,932A,12005,Trienios,705294
2014,10,932A,12101,Complementos al puesto de trabajo,2196753
2014,10,932A,12102,Indemnizaciones por residencia,385716
2014,10,932A,12103,Complementos específico,2316215
2014,10,932A,12109,Otros complementos,50370
2014,10,932A,13000,Salario Base,1346549
2014,10,932A,13001,Otras remuneraciones,723520
2014,10,932A,13005,Antiguedad,250678
2014,10,932A,13006,Horas extras,5532
2014,10,932A,13100,Salario base,181132
2014,10,932A,13101,Otras remuneraciones,69478
2014,10,932A,13102,Sustituciones Personal Laboral,36494
2014,10,932A,13105,Antiguedad,19613
2014,10,932A,15100,Gratificaciones,22942
2014,10,932A,16012,Cuotas sociales funcionarios y pers. estatutario,1986003
2014,10,932A,16013,Cuotas sociales laborales,811832
2014,10,932A,20200,Edificios y otras construcciones,54590
2014,10,932A,20500,Mobiliario y enseres,9000
2014,10,932A,20700,Cánones,1500
2014,10,932A,21200,Edificios y otras construcciones,17800
2014,10,932A,21209,Otros,7210
2014,10,932A,21301,Instalaciones técnicas,60000
2014,10,932A,21400,Elementos de transportes,2500
2014,10,932A,21500,Mobiliario y enseres,9300
2014,10,932A,21600,Equipamiento para proceso de la información,541590
2014,10,932A,22000,Material de oficina ordinario no inventariable,12000
2014,10,932A,22001,"Prensa, revistas, libros y otras publicaciones",13000
2014,10,932A,22002,Material informático no inventariable,35000
2014,10,932A,22009,Otros suministros no tarifados,180000
2014,10,932A,22100,Energía eléctrica,25000
2014,10,932A,22101,Agua,7000
2014,10,932A,22103,Combustible,6000
2014,10,932A,22109,Otros suministros,634
2014,10,932A,22200,Telefónicas,52547
2014,10,932A,22201,Postales,30000
2014,10,932A,22500,Tributos locales,12154
2014,10,932A,22601,Atenciones protocolarias y representativas,300
2014,10,932A,22603,Jurídicos y contenciosos,159
2014,10,932A,22604,Remuneraciones a agentes mediadores,11180000
2014,10,932A,22606,"Reuniones, cursos y conferencias",5286
2014,10,932A,22613,Gastos de edición y distribución de publicaciones,4752
2014,10,932A,22700,Limpieza y aseo,180000
2014,10,932A,22701,Seguridad,85000
2014,10,932A,22703,Servicios postales y de mensajería,13802
2014,10,932A,22706,"Estudios, trabajos técnicos y honor. profesionales",1301700
2014,10,932A,22712,Gastos centralizados comunicaciones e informática,107541
2014,10,932A,23000,Indemnizaciones por razón del servicio,60050
2014,10,932A,62500,Mobiliarios y enseres,40000
2014,10,932A,62600,Equipamiento para proceso de la información,210440
2014,10,932A,64003,Aplicaciones informáticas,1995738
2014,10,932B,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,10,932B,10001,Otras remuneraciones,45953
2014,10,932B,10005,Trienios/Antigüedad,4516
2014,10,932B,12000,Sueldo,44032
2014,10,932B,12005,Trienios,11660
2014,10,932B,12101,Complementos al puesto de trabajo,42268
2014,10,932B,12102,Indemnizaciones por residencia,5861
2014,10,932B,12103,Complementos específico,52497
2014,10,932B,13000,Salario Base,26278
2014,10,932B,13001,Otras remuneraciones,10216
2014,10,932B,13005,Antiguedad,6004
2014,10,932B,16010,Cuotas sociales altos cargos,10360
2014,10,932B,16012,Cuotas sociales funcionarios y pers. estatutario,31079
2014,10,932B,16013,Cuotas sociales laborales,13563
2014,10,932B,22001,"Prensa, revistas, libros y otras publicaciones",1000
2014,10,932B,22009,Otros suministros no tarifados,700
2014,10,932B,23000,Indemnizaciones por razón del servicio,2500
2014,10,433C,12000,Sueldo,248550
2014,10,433C,12005,Trienios,66540
2014,10,433C,12101,Complementos al puesto de trabajo,198514
2014,10,433C,12102,Indemnizaciones por residencia,29193
2014,10,433C,12103,Complementos específico,234034
2014,10,433C,12109,Otros complementos,3153
2014,10,433C,13000,Salario Base,101672
2014,10,433C,13001,Otras remuneraciones,64070
2014,10,433C,13005,Antiguedad,16411
2014,10,433C,13100,Salario base,35455
2014,10,433C,13101,Otras remuneraciones,22650
2014,10,433C,13105,Antiguedad,3803
2014,10,433C,16012,Cuotas sociales funcionarios y pers. estatutario,193318
2014,10,433C,16013,Cuotas sociales laborales,75278
2014,10,433C,22601,Atenciones protocolarias y representativas,300
2014,10,433C,22606,"Reuniones, cursos y conferencias",40553
2014,10,433C,22706,"Estudios, trabajos técnicos y honor. profesionales",18139
2014,10,433C,22963,Gastos del programa de competitividad e innovación,97718
2014,10,433C,23000,Indemnizaciones por razón del servicio,10361
2014,10,433C,44300,A Sociedades mercantiles públicas de la C.A.C.,1448261
2014,10,433C,47000,A Empresas Privadas,200000
2014,10,433C,48000,A familias e instituciones sin fines de lucro,9600
2014,10,433C,49000,Al exterior,130490
2014,10,433C,62600,Equipamiento para proceso de la información,2320
2014,10,433C,64099,Otros,400000
2014,10,433C,74300,A Sociedades mercantiles públicas de la C.A.C.,230730
2014,10,433C,75000,A Ayuntamientos y sus OO.AA.,100000
2014,10,433C,77000,A Empresas Privadas,2600000
2014,10,433C,83117,A empresas privadas,5000000
2014,10,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,10,912A,10001,Otras remuneraciones,45953
2014,10,912A,10005,Trienios/Antigüedad,5645
2014,10,912A,12000,Sueldo,31435
2014,10,912A,12005,Trienios,8834
2014,10,912A,12101,Complementos al puesto de trabajo,27141
2014,10,912A,12102,Indemnizaciones por residencia,3440
2014,10,912A,12103,Complementos específico,31692
2014,10,912A,12109,Otros complementos,475
2014,10,912A,13000,Salario Base,24402
2014,10,912A,13001,Otras remuneraciones,8861
2014,10,912A,13005,Antiguedad,5804
2014,10,912A,16010,Cuotas sociales altos cargos,10360
2014,10,912A,16012,Cuotas sociales funcionarios y pers. estatutario,16578
2014,10,912A,16013,Cuotas sociales laborales,12251
2014,10,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,10,912A,10001,Otras remuneraciones,45953
2014,10,912A,12000,Sueldo,16758
2014,10,912A,12005,Trienios,4255
2014,10,912A,12101,Complementos al puesto de trabajo,12842
2014,10,912A,12102,Indemnizaciones por residencia,1486
2014,10,912A,12103,Complementos específico,12580
2014,10,912A,12109,Otros complementos,486
2014,10,912A,16010,Cuotas sociales altos cargos,10360
2014,10,912A,16012,Cuotas sociales funcionarios y pers. estatutario,6005
2014,10,923B,12000,Sueldo,245711
2014,10,923B,12005,Trienios,69475
2014,10,923B,12101,Complementos al puesto de trabajo,193324
2014,10,923B,12102,Indemnizaciones por residencia,28533
2014,10,923B,12103,Complementos específico,223535
2014,10,923B,12109,Otros complementos,3207
2014,10,923B,13000,Salario Base,318572
2014,10,923B,13001,Otras remuneraciones,165853
2014,10,923B,13005,Antiguedad,62127
2014,10,923B,13100,Salario base,44632
2014,10,923B,13101,Otras remuneraciones,35083
2014,10,923B,13102,Sustituciones Personal Laboral,17211
2014,10,923B,13105,Antiguedad,4175
2014,10,923B,16012,Cuotas sociales funcionarios y pers. estatutario,198189
2014,10,923B,16013,Cuotas sociales laborales,209353
2014,10,923B,16617,Seguros,155000
2014,10,923B,20200,Edificios y otras construcciones,3845693
2014,10,923B,21200,Edificios y otras construcciones,3406
2014,10,923B,21301,Instalaciones técnicas,496054
2014,10,923B,21305,Manten.instalac.eléctricas eficiencia energetica,268019
2014,10,923B,21400,Elementos de transportes,29000
2014,10,923B,22009,Otros suministros no tarifados,59000
2014,10,923B,22100,Energía eléctrica,1791489
2014,10,923B,22101,Agua,110000
2014,10,923B,22103,Combustible,95000
2014,10,923B,22200,Telefónicas,2151924
2014,10,923B,22400,Edificios y locales,1605228
2014,10,923B,22401,Vehículos,164977
2014,10,923B,22500,Tributos locales,423195
2014,10,923B,22601,Atenciones protocolarias y representativas,300
2014,10,923B,22602,Publicidad y propaganda,6000
2014,10,923B,22603,Jurídicos y contenciosos,81920
2014,10,923B,22700,Limpieza y aseo,2349376
2014,10,923B,22701,Seguridad,1380984
2014,10,923B,22706,"Estudios, trabajos técnicos y honor. profesionales",52799
2014,10,923B,23000,Indemnizaciones por razón del servicio,16800
2014,10,923B,40000,Al Estado,50000
2014,10,923B,62201,Construcción,3180072
2014,10,923B,64003,Aplicaciones informáticas,80000
2014,10,142A,11000,Retrib. básicas y otras remuner. Pers. Eventual,67414
2014,10,142A,11005,Trienios/Antigüedad,4516
2014,10,142A,11300,Asignación por destino fuera de la CAC,49872
2014,10,142A,12000,Sueldo,23056
2014,10,142A,12005,Trienios,2881
2014,10,142A,12101,Complementos al puesto de trabajo,20720
2014,10,142A,12102,Indemnizaciones por residencia,2697
2014,10,142A,12103,Complementos específico,25402
2014,10,142A,12109,Otros complementos,232
2014,10,142A,13000,Salario Base,22316
2014,10,142A,13001,Otras remuneraciones,17542
2014,10,142A,13005,Antiguedad,2002
2014,10,142A,13100,Salario base,22316
2014,10,142A,13101,Otras remuneraciones,17542
2014,10,142A,13105,Antiguedad,1602
2014,10,142A,16011,Cuotas sociales personal eventual,19398
2014,10,142A,16012,Cuotas sociales funcionarios y pers. estatutario,16650
2014,10,142A,16013,Cuotas sociales laborales,25405
2014,10,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,10,912A,10001,Otras remuneraciones,45953
2014,10,912A,10005,Trienios/Antigüedad,3627
2014,10,912A,12000,Sueldo,44032
2014,10,912A,12005,Trienios,11289
2014,10,912A,12101,Complementos al puesto de trabajo,42520
2014,10,912A,12102,Indemnizaciones por residencia,5861
2014,10,912A,12103,Complementos específico,54432
2014,10,912A,16010,Cuotas sociales altos cargos,10360
2014,10,912A,16012,Cuotas sociales funcionarios y pers. estatutario,31079
2014,10,931B,12000,Sueldo,33515
2014,10,931B,12005,Trienios,10011
2014,10,931B,12101,Complementos al puesto de trabajo,23718
2014,10,931B,12102,Indemnizaciones por residencia,2972
2014,10,931B,12103,Complementos específico,23939
2014,10,931B,12109,Otros complementos,1006
2014,10,931B,13000,Salario Base,35455
2014,10,931B,13001,Otras remuneraciones,24904
2014,10,931B,13005,Antiguedad,7605
2014,10,931B,13100,Salario base,102402
2014,10,931B,13101,Otras remuneraciones,75273
2014,10,931B,13102,Sustituciones Personal Laboral,39857
2014,10,931B,13105,Antiguedad,10350
2014,10,931B,13300,Asign. por destino fuera de CAC para pers. laboral,87685
2014,10,931B,16012,Cuotas sociales funcionarios y pers. estatutario,30180
2014,10,931B,16013,Cuotas sociales laborales,89908
2014,10,931B,22601,Atenciones protocolarias y representativas,300
2014,10,931B,22606,"Reuniones, cursos y conferencias",5000
2014,10,931B,22706,"Estudios, trabajos técnicos y honor. profesionales",8000
2014,10,931B,22709,Otros trabajos realizados por empresas o I.S.F.L.,1000
2014,10,931B,22949,Gtos mantenim. Oficina del Gobierno en Bruselas,25000
2014,10,931B,23000,Indemnizaciones por razón del servicio,50000
2014,10,931B,44800,A Fundaciones Públicas de la C.A.C.,225760
2014,10,931B,48000,A familias e instituciones sin fines de lucro,73000
2014,10,931B,74800,A Fundaciones Públicas de la C.A.C.,13600
2014,10,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,10,912A,10001,Otras remuneraciones,46682
2014,10,912A,10005,Trienios/Antigüedad,3738
2014,10,912A,12000,Sueldo,52411
2014,10,912A,12005,Trienios,14748
2014,10,912A,12101,Complementos al puesto de trabajo,52874
2014,10,912A,12102,Indemnizaciones por residencia,4650
2014,10,912A,12103,Complementos específico,61206
2014,10,912A,12109,Otros complementos,238
2014,10,912A,12300,Asignación por destino fuera de la C.A.C.,14679
2014,10,912A,16010,Cuotas sociales altos cargos,10360
2014,10,912A,16012,Cuotas sociales funcionarios y pers. estatutario,37221
2014,10,912A,22601,Atenciones protocolarias y representativas,500
2014,10,912A,22606,"Reuniones, cursos y conferencias",4914
2014,10,912A,22706,"Estudios, trabajos técnicos y honor. profesionales",22601
2014,10,912A,23000,Indemnizaciones por razón del servicio,18542
2014,10,132A,11000,Retrib. básicas y otras remuner. Pers. Eventual,22077
2014,10,132A,12000,Sueldo,272592
2014,10,132A,12005,Trienios,77561
2014,10,132A,12101,Complementos al puesto de trabajo,227446
2014,10,132A,12102,Indemnizaciones por residencia,30680
2014,10,132A,12103,Complementos específico,270758
2014,10,132A,12109,Otros complementos,3142
2014,10,132A,13000,Salario Base,337556
2014,10,132A,13001,Otras remuneraciones,192486
2014,10,132A,13005,Antiguedad,69074
2014,10,132A,13006,Horas extras,5000
2014,10,132A,13100,Salario base,212520
2014,10,132A,13101,Otras remuneraciones,116378
2014,10,132A,13105,Antiguedad,23225
2014,10,132A,13106,Horas extras,6000
2014,10,132A,16011,Cuotas sociales personal eventual,6925
2014,10,132A,16012,Cuotas sociales funcionarios y pers. estatutario,166818
2014,10,132A,16013,Cuotas sociales laborales,312871
2014,10,132A,20500,Mobiliario y enseres,2250
2014,10,132A,21200,Edificios y otras construcciones,41794
2014,10,132A,21209,Otros,10670
2014,10,132A,21301,Instalaciones técnicas,7059
2014,10,132A,21400,Elementos de transportes,12112
2014,10,132A,21500,Mobiliario y enseres,10235
